id,unix_time,gps_x_dec,gps_y_dec,wojewodztwo,miejscowosc,ulica,predkosc_dopuszczalna,rodzaj_nawierzchni,warunki_atmosferyczne,obszar_zabudowany,czy_sygnalizacja_swietlna
120463833,1649658690.0,15.515416666666667,51.93980555555555,WOJ. LUBUSKIE,ZIELONA GÓRA,ZYTY,50,01,01,01,03
120848612,1649680200.0,15.242527777777777,52.751333333333335,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,WRÓBLEWSKIEGO,50,01,01,01,03
120848600,1649689140.0,15.235555555555555,52.73694444444445,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,DĄBROWSKIEGO,30,01,01,01,03
120463936,1649656448.0,15.153694444444445,51.62486111111111,WOJ. LUBUSKIE,ŻARY,ALEJA WOJSKA POLSKIEGO,50,01,01,01,03
120467733,1649765340.0,15.134944444444445,51.63763888888889,WOJ. LUBUSKIE,ŻARY,ARTYLERZYSTÓW,50,01,01,01,02
120466197,1649751420.0,15.565694444444444,51.99433333333334,WOJ. LUBUSKIE,ZIELONA GÓRA,ZAWADA - ZIELONOGÓRSKA,50,01,01,01,03
120467829,1649772168.0,15.597777777777779,51.93297222222222,WOJ. LUBUSKIE,ZIELONA GÓRA,NOWY KISIELIN-ODRZAŃSKA,50,01,02,01,03
124287088,1649785200.0,15.245416666666666,52.72627777777778,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,TARGOWA,50,01,01,01,03
120467731,1649767230.0,14.970916666666668,51.784388888888884,WOJ. LUBUSKIE,LUBSKO,WROCŁAWSKA,50,01,01,01,03
120467975,1649781831.0,15.199166666666667,52.73733333333333,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,MYŚLIBORSKA,50,01,01,01,03
120466444,1649775089.0,14.640444444444444,52.580000000000005,WOJ. LUBUSKIE,KOSTRZYN NAD ODRĄ,GRANICZNA,50,01,01,01,03
120466098,1649756270.0,14.560444444444444,52.35311111111111,WOJ. LUBUSKIE,SŁUBICE,WAWRZYNIAKA,50,01,01,01,03
120467851,1649756836.0,15.489805555555554,51.939527777777776,WOJ. LUBUSKIE,ZIELONA GÓRA,WOJSKA POLSKIEGO,50,01,01,01,03
120466244,1649765624.0,15.555833333333334,52.42022222222222,WOJ. LUBUSKIE,NIETOPEREK,,50,01,02,02,03
120499162,1649775600.0,15.621416666666667,52.08972222222222,WOJ. LUBUSKIE,SULECHÓW,NIEPODLEGŁOŚCI,50,01,01,01,03
120472933,1649772600.0,14.557861111111112,52.34869444444445,WOJ. LUBUSKIE,,,50,01,01,01,03
120848604,1649769000.0,15.252305555555555,52.74275,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,POMORSKA,50,01,01,01,03
120467761,1649762226.0,15.203194444444444,52.84516666666667,WOJ. LUBUSKIE,KŁODAWA,,90,01,01,02,03
121132380,1649742600.0,15.241666666666665,52.72816666666667,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,MOST STAROMIEJSKI,50,01,01,01,03
120488386,1649770200.0,15.476555555555557,51.93647222222222,WOJ. LUBUSKIE,ZIELONA GÓRA,WĘGIERSKA,50,01,01,01,03
120484150,1649761200.0,15.54888888888889,51.569583333333334,WOJ. LUBUSKIE,SZPROTAWA,KOŻUCHOWSKA,40,01,01,01,03
120468455,1649763900.0,15.70511111111111,51.80002777777778,WOJ. LUBUSKIE,NOWA SÓL,PRZYSZŁOŚCI,50,01,02,01,03
120466460,1649773119.0,15.520972222222223,51.95883333333334,WOJ. LUBUSKIE,ZIELONA GÓRA,TRASA PÓŁNOCNA,50,01,04,01,03
120488793,1649742000.0,,,WOJ. LUBUSKIE,,,120,01,01,02,03
120467430,1649742268.0,15.55877777777778,51.92677777777777,WOJ. LUBUSKIE,,,120,01,01,02,03
120489106,1649774400.0,15.598833333333333,51.93297222222222,WOJ. LUBUSKIE,ZIELONA GÓRA,NOWY KISIELIN-ODRZAŃSKA,50,01,01,01,03
120467842,1649767103.0,15.5155,51.93566666666666,WOJ. LUBUSKIE,ZIELONA GÓRA,WROCŁAWSKA,50,01,01,01,01
120467636,1649753064.0,15.539805555555555,51.95930555555556,WOJ. LUBUSKIE,ZIELONA GÓRA,GORZOWSKA,50,01,01,01,03
120466481,1649787343.0,15.57761111111111,51.74916666666667,WOJ. LUBUSKIE,KOŻUCHÓW,GROTA ROWECKIEGO,50,01,01,01,03
120466532,1649800771.0,14.609027777777778,52.3215,WOJ. LUBUSKIE,ŚWIECKO,,100,01,01,02,03
120466369,1649776912.0,15.521305555555557,52.25561111111111,WOJ. LUBUSKIE,ŚWIEBODZIN,BOCZNA,30,01,01,01,03
120467583,1649756940.0,15.536277777777778,52.24638888888889,WOJ. LUBUSKIE,ŚWIEBODZIN,KOLEJOWA,50,01,01,01,03
120467486,1649751060.0,15.256388888888889,52.737861111111116,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,PODMIEJSKA,50,01,01,01,01
120467895,1649780482.0,15.244305555555554,52.745444444444445,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,PIŁSUDSKIEGO,50,01,01,01,03
120466307,1649770948.0,15.255472222222222,52.73377777777778,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,TRASA NADWARCIAŃSKA,50,01,01,01,01
120466540,1649809677.0,15.115222222222222,51.64694444444444,WOJ. LUBUSKIE,ŻARY,,90,01,01,02,03
120853310,1649845800.0,15.240722222222221,52.730916666666666,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,OBOTRYCKA,50,01,01,01,03
120476871,1649846400.0,14.843472222222223,51.682249999999996,WOJ. LUBUSKIE,TUPLICE,KOPERNIKA,50,01,01,01,03
120468548,1649854122.0,15.49622222222222,51.93566666666666,WOJ. LUBUSKIE,ZIELONA GÓRA,DŁUGA,50,01,01,01,01
120464469,1649841660.0,15.244972222222222,51.81933333333334,WOJ. LUBUSKIE,,,90,01,01,02,03
120468072,1649825172.0,15.583361111111111,51.93233333333333,WOJ. LUBUSKIE,ZIELONA GÓRA,POCZTOWA,50,01,01,01,03
120464584,1649857529.0,15.721694444444445,51.786249999999995,WOJ. LUBUSKIE,NOWA SÓL,TARGOWA,50,01,01,01,03
120468841,1649856410.0,15.48697222222222,51.48697222222222,WOJ. LUBUSKIE,ZIELONA GÓRA,ŁĘŻYCA - BUDOWLANYCH,30,01,01,01,03
120527563,1649847600.0,15.576777777777778,52.44547222222222,WOJ. LUBUSKIE,MIĘDZYRZECZ,RYNEK,50,01,01,01,03
120556080,1649865600.0,15.472722222222222,51.94466666666666,WOJ. LUBUSKIE,ZIELONA GÓRA,AGRESTOWA,50,01,01,01,03
120468582,1649862264.0,15.526051,52.541388,WOJ. LUBUSKIE,POPOWO,,90,01,01,02,03
120464437,1649836043.0,15.419416666666667,51.91730555555555,WOJ. LUBUSKIE,,,70,01,01,02,03
120468391,1649845521.0,15.535277777777777,51.93883333333333,WOJ. LUBUSKIE,ZIELONA GÓRA,NIECAŁA,50,01,01,01,03
120489119,1649865600.0,15.472722222222222,51.94447222222222,WOJ. LUBUSKIE,ZIELONA GÓRA,AGRESTOWA,50,01,01,01,03
120468876,1649867930.0,15.502,51.94680555555555,WOJ. LUBUSKIE,ZIELONA GÓRA,BATOREGO,50,01,04,01,03
120468611,1649851337.0,15.254083333333334,51.80097222222222,WOJ. LUBUSKIE,NOWOGRÓD BOBRZAŃSKI,HENRYKA BRODATEGO,50,01,01,01,03
120468523,1649843583.0,15.79525,52.07691666666667,WOJ. LUBUSKIE,,,90,01,01,02,03
120468487,1649853028.0,15.717444444444444,51.801361111111106,WOJ. LUBUSKIE,NOWA SÓL,WROCŁAWSKA,40,01,01,01,01
120469381,1649811000.0,15.143293,52.490359,WOJ. LUBUSKIE,,,90,01,01,02,03
120468696,1649872113.0,15.718277777777779,51.80011111111111,WOJ. LUBUSKIE,NOWA SÓL,WRÓBLEWSKIEGO,50,01,01,01,03
120468279,1649841265.0,15.1135,52.05569444444444,WOJ. LUBUSKIE,KROSNO ODRZAŃSKIE,WAKACYJNA,50,01,01,01,03
120464518,1649849900.0,15.236444444444444,52.748083333333334,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,WYSZYŃSKIEGO,50,01,01,01,03
120464632,1649862600.0,15.253722222222223,52.742222222222225,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,POMORSKA,50,01,01,01,03
120468840,1649859992.0,14.568138888888889,52.34777777777778,WOJ. LUBUSKIE,SŁUBICE,1 MAJA,50,01,02,01,03
120468480,1649852447.0,14.977564,52.325452,WOJ. LUBUSKIE,BOCZÓW,,90,01,01,02,03
120468825,1649847390.0,15.222111111111111,52.74952777777778,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,BŁOTNA,50,01,01,01,03
120464603,1649852391.0,15.225777777777777,52.74286111111111,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,KOSYNIERÓW GDYŃSKICH,50,01,01,01,01
120468393,1649845957.0,16.260361111111113,51.72627777777778,WOJ. LUBUSKIE,,,90,01,01,02,03
120471569,1649955600.0,15.261916666666666,52.715138888888895,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,OSIEDLOWA,50,01,01,01,03
120471611,1649955891.0,15.574861111111112,52.13536111111111,WOJ. LUBUSKIE,,,50,01,05,02,03
120468792,1649907631.0,15.584972222222223,52.138416666666664,WOJ. LUBUSKIE,,,90,01,01,02,03
120471911,1649943209.0,14.83,51.81863888888889,WOJ. LUBUSKIE,,,90,01,01,02,03
120477156,1649946900.0,15.055555555555557,51.57830555555556,WOJ. LUBUSKIE,,,70,01,01,02,03
120464810,1649923852.0,14.557416666666667,52.349111111111114,WOJ. LUBUSKIE,SŁUBICE,NADODRZANSKA,50,02,01,01,03
120471351,1649945817.0,15.1135,52.05558333333333,WOJ. LUBUSKIE,KROSNO ODRZAŃSKIE,WAKACYJNA,50,01,01,01,03
120471654,1649955535.0,15.46713888888889,52.69958333333333,WOJ. LUBUSKIE,DOBROJEWO,,90,01,05,02,03
120471588,1649945786.0,15.713416666666665,51.800666666666665,WOJ. LUBUSKIE,NOWA SÓL,ZJEDNOCZENIA,50,01,01,01,03
120471183,1649925932.0,15.123888888888889,52.77572222222222,WOJ. LUBUSKIE,,,90,01,01,02,03
120471276,1649942366.0,15.500305555555556,51.9345,WOJ. LUBUSKIE,ZIELONA GÓRA,MONIUSZKI,50,01,04,01,03
120471197,1649938339.0,15.624444444444444,52.08258333333334,WOJ. LUBUSKIE,SULECHÓW,ARMII KRAJOWEJ,40,01,01,01,03
120471179,1649934623.0,15.567361111111111,51.91302777777778,WOJ. LUBUSKIE,ZIELONA GÓRA,RACULA-GŁOGOWSKA,50,01,04,01,03
120471699,1649963273.0,15.495249999999999,51.952333333333335,WOJ. LUBUSKIE,ZIELONA GÓRA,ENERGETYKÓW,50,01,05,01,01
120471668,1649963628.0,15.57338888888889,51.91744444444444,WOJ. LUBUSKIE,ZIELONA GÓRA,,120,01,05,02,03
120471563,1649958041.0,15.545083333333332,51.873916666666666,WOJ. LUBUSKIE,ZIELONA GÓRA,,70,01,01,02,03
120471449,1649950952.0,15.519250000000001,51.93416666666666,WOJ. LUBUSKIE,ZIELONA GÓRA,WROCŁAWSKA,50,01,04,01,03
120471953,1649947937.0,15.475111111111111,51.88433333333333,WOJ. LUBUSKIE,ZIELONA GÓRA,OCHLA-ZIELONOGÓRSKA,50,01,04,01,03
120471007,1649929920.0,15.518305555555557,51.94497222222222,WOJ. LUBUSKIE,ZIELONA GÓRA,WYSPIAŃSKIEGO,50,01,04,01,03
120469921,1649920121.0,15.503388888888889,51.933611111111105,WOJ. LUBUSKIE,ZIELONA GÓRA,PRZEMYSŁOWA,50,01,01,01,03
124617013,1649923200.0,15.197861111111111,52.73561111111111,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,LONDYŃSKA,20,01,01,01,03
120848649,1649936100.0,15.137055555555555,52.74675,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,METALOWCÓW,50,01,01,01,03
120464720,1649911824.0,15.493638888888889,51.939,WOJ. LUBUSKIE,ZIELONA GÓRA,DĄBRÓWKI,50,01,01,01,03
120471359,1649945274.0,15.420972222222222,51.60941666666667,WOJ. LUBUSKIE,BUKOWINA BOBRZAŃSKA,,50,01,01,01,03
120864454,1649944800.0,15.174722222222222,52.70472222222222,WOJ. LUBUSKIE,,,120,01,01,02,03
120471716,1649969186.0,15.50775,51.927138888888884,WOJ. LUBUSKIE,ZIELONA GÓRA,KOŻUCHOWSKA,50,01,04,01,03
120471380,1649942789.0,15.269222222222224,52.76411111111111,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,OBROŃCÓW POKOJU,50,01,01,01,03
120500350,1649944800.0,15.4765,51.93808333333333,WOJ. LUBUSKIE,ZIELONA GÓRA,BUDZISZYŃSKA,50,01,01,01,03
120471649,1649957790.0,15.579416666666667,52.57616666666667,WOJ. LUBUSKIE,,,70,01,05,02,03
120470873,1649921663.0,15.69513888888889,52.257666666666665,WOJ. LUBUSKIE,,,90,01,01,02,03
120471444,1649946006.0,15.606638888888888,52.57458333333334,WOJ. LUBUSKIE,ROKITNO-STACJA,,90,01,01,02,03
120471389,1649947792.0,15.578527777777778,52.44741666666666,WOJ. LUBUSKIE,MIĘDZYRZECZ,KAZIMIERZA WIELKIEGO,50,01,01,01,03
120471941,1649943793.0,15.123722222222222,51.65416666666667,WOJ. LUBUSKIE,ŻARY,,50,01,01,01,03
120471141,1649931377.0,15.45125,52.15230555555556,WOJ. LUBUSKIE,SKĄPE,,40,01,01,01,03
120471643,1649964092.0,15.63813888888889,51.73330555555556,WOJ. LUBUSKIE,CZCIRADZ,CZCIRADZ,50,01,05,01,03
120472015,1649959240.0,15.08538888888889,52.01522222222222,WOJ. LUBUSKIE,,,90,01,05,02,03
120471263,1649939965.0,15.23711111111111,52.75816666666667,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,GÓRCZYŃSKA,50,01,01,01,03
120471682,1649965706.0,14.574416666666666,52.34827777777778,WOJ. LUBUSKIE,SŁUBICE,1 GOMAJA,50,01,05,01,01
120470819,1649919962.0,15.104888888888889,52.050749999999994,WOJ. LUBUSKIE,KROSNO ODRZAŃSKIE,CHROBREGO,50,01,01,01,03
120471447,1649944173.0,15.242305555555555,52.730444444444444,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,SPICHRZOWA,50,01,01,01,03
120471255,1649934288.0,14.64336111111111,52.59166666666667,WOJ. LUBUSKIE,KOSTRZYN NAD ODRĄ,JAGIELLOŃSKA,50,01,01,01,03
120470860,1649923345.0,15.098194444444445,52.049388888888885,WOJ. LUBUSKIE,KROSNO ODRZAŃSKIE,TRAKT KSIĄŻĘCY,50,01,01,01,03
120469896,1649919222.0,15.533944444444444,52.87913888888889,WOJ. LUBUSKIE,STRZELCE KRAJEŃSKIE,CHROBREGO,50,01,01,01,03
120471445,1649948285.0,16.296666666666667,51.790638888888886,WOJ. LUBUSKIE,,,90,01,01,02,03
120471067,1649927705.0,15.782194444444444,52.31183333333333,WOJ. LUBUSKIE,,,30,01,01,02,03
120471647,1649962303.0,15.1455,51.62883333333333,WOJ. LUBUSKIE,ŻARY,KUJAWSKA,50,01,01,01,03
120471579,1649945645.0,15.118805555555555,51.635416666666664,WOJ. LUBUSKIE,ŻARY,MONIUSZKI,50,01,01,01,03
120473600,1650038067.0,16.309696,51.77092,WOJ. LUBUSKIE,KONRADOWO,,90,01,05,02,03
120473530,1650027768.0,15.511694444444444,51.939249999999994,WOJ. LUBUSKIE,ZIELONA GÓRA,PODGÓRNA,50,01,05,01,03
120473441,1650019021.0,15.496055555555555,51.93572222222222,WOJ. LUBUSKIE,ZIELONA GÓRA,DŁUGA,50,01,05,01,01
120472252,1650027197.0,15.523777777777779,51.95875,WOJ. LUBUSKIE,ZIELONA GÓRA,TRASA PÓŁNOCNA,50,01,05,01,03
120469765,1650029700.0,14.589861111111112,52.31727777777778,WOJ. LUBUSKIE,,,40,01,04,02,03
120473089,1650012458.0,16.07186111111111,51.87583333333333,WOJ. LUBUSKIE,SŁAWA,GŁOGOWSKA,50,01,01,01,03
120475740,1650031200.0,15.13738888888889,51.63813888888889,WOJ. LUBUSKIE,ŻARY,UŁAŃSKA,50,01,05,01,03
120473359,1650016618.0,15.375416666666666,51.628416666666666,WOJ. LUBUSKIE,BOŻNÓW,,50,01,04,01,03
120472313,1650036012.0,15.616027777777777,52.010666666666665,WOJ. LUBUSKIE,,,120,01,05,02,03
120473203,1650016777.0,15.571,52.079972222222224,WOJ. LUBUSKIE,MOZÓW,,50,01,01,01,03
120499137,1650048600.0,15.002416666666667,52.51552777777778,WOJ. LUBUSKIE,,,90,01,05,02,03
120472213,1650022595.0,15.867750000000001,52.073055555555555,WOJ. LUBUSKIE,KARGOWA,WOLSZTYŃSKA,50,01,05,01,03
120473579,1650031564.0,15.506833333333333,51.93138888888889,WOJ. LUBUSKIE,ZIELONA GÓRA,SIKORSKIEGO,50,01,05,01,01
120473226,1650016371.0,15.567194444444445,51.91316666666666,WOJ. LUBUSKIE,ZIELONA GÓRA,RACULA - GŁOGOWSKA,50,01,01,01,01
120473494,1650027560.0,15.49611111111111,51.95841666666667,WOJ. LUBUSKIE,ZIELONA GÓRA,ZAMOYSKIEGO,50,01,05,01,03
120473287,1650018420.0,15.002277777777778,52.515972222222224,WOJ. LUBUSKIE,TRZEBÓW,,90,01,05,02,03
120499357,1650005400.0,15.160527777777778,52.511833333333335,WOJ. LUBUSKIE,,,90,01,01,02,03
120497052,1650015000.0,15.480444444444444,51.93980555555555,WOJ. LUBUSKIE,ZIELONA GÓRA,ZACISZE,50,01,01,01,03
120504044,1650023100.0,15.553583333333334,52.35530555555556,WOJ. LUBUSKIE,,,120,01,01,02,03
120848638,1650013200.0,15.237166666666665,52.761472222222224,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,DEKERTA,50,01,01,01,03
120848642,1650024000.0,15.236777777777776,52.73525,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,DĄBROWSKIEGO,50,01,01,01,03
120793242,1650010380.0,15.515833333333333,51.93683333333333,WOJ. LUBUSKIE,ZIELONA GÓRA,WROCŁAWSKA,50,01,01,01,03
120486103,1649985600.0,15.039944444444444,52.32877777777778,WOJ. LUBUSKIE,,,70,01,01,02,03
120864450,1650027900.0,15.271527777777779,52.76302777777778,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,BORA KOMOROWSKIEGO,20,01,01,01,03
120473289,1650019352.0,15.537583333333334,51.59338888888889,WOJ. LUBUSKIE,KARTOWICE,KARTOWICE,50,01,01,01,03
120857415,1650025800.0,15.222861111111111,52.73111111111111,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,ALEJA KONSTYTUCJI 3 MAJA,50,01,01,01,01
120472261,1650022175.0,15.511722222222222,51.94322222222222,WOJ. LUBUSKIE,ZIELONA GÓRA,NIEPODLEGŁOŚCI,30,01,04,01,03
120473732,1650046831.0,15.501111111111111,51.92297222222222,WOJ. LUBUSKIE,ZIELONA GÓRA,BOTANICZNA,50,01,05,01,03
120473715,1650045624.0,15.490222222222222,51.96527777777778,WOJ. LUBUSKIE,ZIELONA GÓRA,BATOREGO,15,01,05,01,03
120472283,1650034776.0,15.007111111111112,52.675805555555556,WOJ. LUBUSKIE,NOWINY WIELKIE,,90,01,04,02,03
120473832,1650053274.0,15.528583333333334,51.939249999999994,WOJ. LUBUSKIE,ZIELONA GÓRA,PODGÓRNA,50,01,04,01,03
120473712,1650045216.0,15.511138888888889,51.94452777777777,WOJ. LUBUSKIE,ZIELONA GÓRA,WESTERPLATTE,50,01,04,01,01
120482502,1650045600.0,15.604972222222221,51.74325,WOJ. LUBUSKIE,KOŻUCHÓW,22 LIPCA 1807,20,01,01,01,03
120471749,1649984744.0,15.26211111111111,52.285916666666665,WOJ. LUBUSKIE,,,90,01,05,02,03
120473576,1650032987.0,15.790833333333333,52.466638888888895,WOJ. LUBUSKIE,PSZCZEW,STEFANA BATOREGO,30,02,05,02,03
120471750,1649992635.0,15.752722222222221,52.92922222222222,WOJ. LUBUSKIE,OSTROWIEC,,50,01,01,01,03
120472030,1649998763.0,14.649166666666666,52.49597222222222,WOJ. LUBUSKIE,GÓRZYCA,KOSTRZYŃSKA,50,01,04,01,03
120473814,1650053546.0,14.824861111111112,52.18530555555555,WOJ. LUBUSKIE,,,90,01,05,02,03
120472291,1650035024.0,16.284555555555556,51.782916666666665,WOJ. LUBUSKIE,,,90,01,05,02,03
120473353,1650023229.0,15.659972222222223,51.79158333333333,WOJ. LUBUSKIE,LUBIESZÓW,,20,01,05,01,03
120472306,1650037436.0,15.709972222222222,51.847500000000004,WOJ. LUBUSKIE,OTYŃ,RYNEK,20,01,04,01,03
120472369,1650058246.0,15.676888888888888,51.803999999999995,WOJ. LUBUSKIE,,,120,01,04,02,03
120473271,1650019595.0,15.718555555555556,51.79855555555555,WOJ. LUBUSKIE,NOWA SÓL,WROCŁAWSKA,20,01,01,01,03
120472172,1649991581.0,15.598271,51.898579,WOJ. LUBUSKIE,ZIELONA GÓRA,,120,01,05,02,03
120473275,1650018642.0,14.763305555555556,51.96208333333334,WOJ. LUBUSKIE,KOMORÓW,DOLNA,40,01,01,01,03
120473700,1650036999.0,16.043972222222223,51.946888888888886,WOJ. LUBUSKIE,CIOSANIEC,,50,01,05,01,03
120473561,1650022886.0,15.112916666666667,52.05558333333333,WOJ. LUBUSKIE,KROSNO ODRZAŃSKIE,WAKACYJNA,50,01,04,01,03
120472131,1650012637.0,15.146138888888888,51.68469444444444,WOJ. LUBUSKIE,,,90,01,04,02,03
120473619,1650015000.0,16.317527777777777,51.805749999999996,WOJ. LUBUSKIE,WSCHOWA,POCZTOWA,50,01,05,01,03
120473556,1650034127.0,15.065916666666668,52.687777777777775,WOJ. LUBUSKIE,BOGDANIEC,MICKIEWICZA,50,01,04,01,03
120473685,1650040931.0,15.447861111111111,51.58777777777778,WOJ. LUBUSKIE,,,70,01,05,02,03
120473478,1650030957.0,14.965469,52.565762,WOJ. LUBUSKIE,,,90,01,05,02,03
120472416,1650104197.0,15.8495,52.84616666666667,WOJ. LUBUSKIE,,,90,01,01,02,03
120474045,1650098707.0,15.712916666666667,51.80247222222222,WOJ. LUBUSKIE,NOWA SÓL,WOJSKA POLSKIEGO,50,01,01,01,03
120472522,1650129600.0,14.898194444444444,52.146972222222225,WOJ. LUBUSKIE,GĘSTOWICE,BRAK,50,02,01,01,03
120474264,1650134746.0,14.972111111111111,51.78772222222222,WOJ. LUBUSKIE,LUBSKO,PLAC WOLNOŚCI,50,01,01,01,03
120472403,1650077963.0,16.313253,51.800621,WOJ. LUBUSKIE,WSCHOWA,KONRADOWSKA,50,01,01,01,03
120475996,1650135600.0,15.740916666666665,51.700611111111115,WOJ. LUBUSKIE,,,90,01,01,02,03
120474081,1650100130.0,15.234277777777777,52.761916666666664,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,DEKERTA,50,01,01,01,03
120473971,1650099995.0,16.067444444444444,51.879777777777775,WOJ. LUBUSKIE,SŁAWA,OWP,50,01,01,01,03
120474082,1650107114.0,15.124583333333334,51.633833333333335,WOJ. LUBUSKIE,ŻARY,KATOWICKA,30,01,01,01,03
120474152,1650114834.0,15.725333333333333,51.81333333333333,WOJ. LUBUSKIE,NOWA SÓL,WODNA,50,01,01,01,03
120473977,1650099534.0,15.612388888888889,52.07616666666667,WOJ. LUBUSKIE,SULECHÓW,POŁUDNIOWA,20,01,01,01,03
120472508,1650130004.0,15.634138888888888,52.08661111111111,WOJ. LUBUSKIE,KRĘŻOŁY,WIELKOPOLSKA,50,01,01,01,03
120472450,1650098520.0,15.628083333333334,52.08155555555556,WOJ. LUBUSKIE,SULECHÓW,PRZYŁĄCZNA,40,01,01,01,03
120499764,1650092400.0,15.52638888888889,51.94061111111111,WOJ. LUBUSKIE,ZIELONA GÓRA,KONICZA,50,01,01,01,03
120474307,1650145446.0,15.248166666666666,52.723888888888894,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,GROBLA,50,01,01,01,03
120474631,1650228514.0,16.330633,51.812199,WOJ. LUBUSKIE,WSCHOWA,DASZYŃSKIEGO,50,01,01,01,03
120474517,1650202630.0,14.91225,51.59552777777778,WOJ. LUBUSKIE,GROTÓW,,50,01,01,01,03
120472626,1650218322.0,14.755083333333333,52.22802777777778,WOJ. LUBUSKIE,,,90,01,01,02,03
120853351,1650186000.0,15.2555,52.73238888888889,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,TRASA NADWARCIAŃSKA,50,01,01,01,01
120474350,1650174128.0,15.559194444444445,51.93727777777777,WOJ. LUBUSKIE,ZIELONA GÓRA,POMORSKIE,50,01,01,01,03
120499906,1650223800.0,15.53363888888889,52.260305555555554,WOJ. LUBUSKIE,ŚWIEBODZIN,WOJSKA POLSKIEGO,30,01,01,01,03
120474547,1650214500.0,15.226944444444445,52.72166666666667,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,WARYŃSKIEGO,50,01,01,01,03
120474650,1650227751.0,15.524277777777778,51.95838888888889,WOJ. LUBUSKIE,ZIELONA GÓRA,TRASA PÓŁNOCNA,50,01,01,01,03
120499797,1650227400.0,15.5005,51.95927777777778,WOJ. LUBUSKIE,ZIELONA GÓRA,SPAWACZY,50,01,01,01,03
120499808,1650212100.0,15.625972222222222,52.08547222222222,WOJ. LUBUSKIE,SULECHÓW,PLAC RATUSZOWY,50,01,01,01,03
120472554,1650175800.0,15.530777777777779,52.25261111111111,WOJ. LUBUSKIE,ŚWIEBODZIN,SUKIENNICZA,50,01,01,01,03
120474628,1650230530.0,15.720694444444444,51.78822222222222,WOJ. LUBUSKIE,NOWA SÓL,POŁUDNIOWA,50,01,01,01,03
120472586,1650198860.0,15.602583333333333,51.74447222222222,WOJ. LUBUSKIE,KOŻUCHÓW,WOLNOŚCI,50,01,02,01,03
120472541,1650149027.0,14.753361111111111,52.020916666666665,WOJ. LUBUSKIE,,,90,01,04,02,03
120474356,1650175323.0,15.175044,52.308497,WOJ. LUBUSKIE,KORYTA,,50,01,01,01,03
120474338,1650165215.0,14.745666666666667,51.543,WOJ. LUBUSKIE,ŁĘKNICA,1 MAJA,50,01,01,01,03
120474501,1650210352.0,15.608027777777778,51.743500000000004,WOJ. LUBUSKIE,KOŻUCHÓW,22 LIPCA,20,01,01,01,03
120474535,1650216273.0,15.253861111111112,52.734,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,WARSZAWSKA,50,01,01,01,03
120474488,1650206525.0,14.649111111111111,52.58969444444445,WOJ. LUBUSKIE,KOSTRZYN NAD ODRĄ,PIASTOWSKA,50,01,01,01,03
120474423,1650191337.0,15.2495,52.723305555555555,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,TRASA NADWARCIAŃSKA,70,01,01,01,03
120472598,1650202900.0,14.643138888888888,52.59841666666667,WOJ. LUBUSKIE,KOSTRZYN NAD ODRĄ,JANA PAWŁA II,50,01,01,01,03
120472624,1650215646.0,14.944833333333333,52.67608333333333,WOJ. LUBUSKIE,BIAŁCZ,GORZOWSKA,50,01,01,01,03
120474331,1650167598.0,14.898805555555555,52.152611111111106,WOJ. LUBUSKIE,,,90,01,01,02,03
120474640,1650229167.0,15.232916666666666,52.737972222222226,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,MIESZKA I,50,01,01,01,03
120472692,1650272220.0,15.241388888888888,52.72847222222222,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,GROBLA,50,01,01,01,03
