id,unix_time,gps_x_dec,gps_y_dec,wojewodztwo,miejscowosc,ulica,predkosc_dopuszczalna,rodzaj_nawierzchni,warunki_atmosferyczne,obszar_zabudowany,czy_sygnalizacja_swietlna
106719777,1518011700.0,15.132027777777779,52.75111111111111,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,SZCZECIŃSKA,70,01,01,01,03
106718980,1517998800.0,15.556527777777779,52.44102777777778,WOJ. LUBUSKIE,MIĘDZYRZECZ,ZACHODNIA,50,01,01,01,03
106719229,1518001020.0,15.511555555555555,51.936499999999995,WOJ. LUBUSKIE,ZIELONA GÓRA,WROCŁAWSKA,50,01,01,01,03
106717607,1517999400.0,15.240083333333333,52.732194444444445,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,WEŁNIANY RYNEK,50,01,01,01,03
106720711,1518022800.0,15.248194444444444,52.760333333333335,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,SOSNKOWSKIEGO,50,01,01,01,03
106718871,1517988300.0,15.25025,52.718250000000005,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,KASPRZAKA,40,01,01,01,03
106718902,1517982300.0,15.210138888888888,52.73566666666667,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,MATEJKI,50,01,01,01,01
106720010,1518009120.0,15.437583333333334,52.317,WOJ. LUBUSKIE,,,140,01,01,02,03
106719384,1518014940.0,14.899694444444444,52.66780555555555,WOJ. LUBUSKIE,WITNICA,SŁONECZNA,50,01,01,01,03
106717601,1518000300.0,15.247027777777777,52.75761111111111,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,GÓRCZYŃSKA,50,01,01,01,03
106719564,1518020460.0,15.144222222222222,52.709694444444445,WOJ. LUBUSKIE,ŁUPOWO,SŁOWACKIEGO,50,01,01,01,03
106719786,1518014640.0,15.62052777777778,52.03702777777777,WOJ. LUBUSKIE,CIGACICE,AKACJOWA,50,01,01,01,03
106719288,1518008700.0,15.256055555555555,52.73269444444445,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,TRASA NADWARCIAŃSKA,70,01,01,01,03
106719784,1518005160.0,14.937305555555556,51.86011111111111,WOJ. LUBUSKIE,,,90,01,01,02,03
106730975,1517993580.0,15.047527777777777,51.73147222222222,WOJ. LUBUSKIE,,,90,01,01,02,03
106719302,1518008580.0,14.961305555555555,52.565305555555554,WOJ. LUBUSKIE,,,70,01,01,02,03
106717560,1517987220.0,15.50163888888889,51.961444444444446,WOJ. LUBUSKIE,ZIELONA GÓRA,TRASA PÓŁNOCNA,50,01,01,01,03
106719182,1517987400.0,15.709249999999999,51.81547222222222,WOJ. LUBUSKIE,NOWA SÓL,ZIELONOGÓRSKA,50,01,02,01,03
106719716,1518000360.0,14.722833333333334,51.95102777777778,WOJ. LUBUSKIE,GUBIN,CHOPINA,50,01,01,01,03
106718978,1517991780.0,15.427138888888889,51.58802777777778,WOJ. LUBUSKIE,BUKOWINA BOBRZAŃSKA,,30,01,01,01,03
106717609,1517999820.0,15.550472222222224,51.58283333333333,WOJ. LUBUSKIE,,,90,01,01,02,03
106719672,1518009660.0,15.511555555555555,51.936499999999995,WOJ. LUBUSKIE,ZIELONA GÓRA,WROCŁAWSKA,50,01,01,01,03
106720764,1518027060.0,15.587833333333334,51.90402777777778,WOJ. LUBUSKIE,,,70,01,01,02,03
106723448,1518003600.0,15.737194444444444,51.69025,WOJ. LUBUSKIE,NOWE MIASTECZKO,PONIATOWSKIEGO,50,01,01,01,03
106718856,1517990820.0,14.723027777777778,51.94897222222222,WOJ. LUBUSKIE,GUBIN,II ARMII WOJSKA POLSKIEGO,50,01,01,01,03
106723434,1517997600.0,15.717555555555556,51.808249999999994,WOJ. LUBUSKIE,NOWA SÓL,ŻEROMSKIEGO,50,01,01,01,03
106719556,1518006480.0,15.228333333333333,51.526944444444446,WOJ. LUBUSKIE,,,90,01,01,02,03
106719496,1518016560.0,15.736527777777777,52.01861111111111,WOJ. LUBUSKIE,TRZEBIECHÓW,SULECHOWSKA,50,01,01,01,03
106719270,1518002040.0,15.588750000000001,51.641083333333334,WOJ. LUBUSKIE,,,90,01,01,02,03
106718652,1517958900.0,15.615305555555555,51.74305555555556,WOJ. LUBUSKIE,SOKOŁÓW,,50,01,01,02,03
106735957,1518073200.0,15.185277777777777,52.31483333333333,WOJ. LUBUSKIE,STRZELCE KRAJEŃSKIE,JULIUSZA SŁOWACKIEGO,20,01,01,01,03
106723745,1518089400.0,15.792222222222223,51.15991666666667,WOJ. LUBUSKIE,ZIELONA GÓRA,POWSTAŃCÓW WIELKOPOLSKICH,50,01,01,01,03
106722311,1518099000.0,15.2505,52.72227777777778,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,GROBLA,50,01,01,01,03
106721884,1518075600.0,15.252138888888888,52.718222222222224,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,KASPRZAKA,50,01,01,01,03
106721053,1518077100.0,15.254694444444445,52.736805555555556,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,TRAUGUTTA,50,01,01,01,03
106722367,1518112560.0,14.557916666666667,52.35266666666667,WOJ. LUBUSKIE,SŁUBICE,KOPERNIKA,50,01,01,01,03
106722705,1518101340.0,,,WOJ. LUBUSKIE,ŻAGAŃ,PIASTOWSKA,50,01,01,01,03
106722085,1518090000.0,15.24425,52.751333333333335,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,PIŁSUDSKIEGO,50,01,01,01,03
106721474,1518080400.0,15.506083333333333,51.93552777777777,WOJ. LUBUSKIE,ZIELONA GÓRA,STASZICA,50,01,01,01,03
106721356,1518068220.0,15.516111111111112,51.94636111111111,WOJ. LUBUSKIE,ZIELONA GÓRA,TRASA PÓŁNOCNA,40,01,01,01,03
106722505,1518098400.0,15.255138888888888,52.73975,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,DYWIZJONU 303,50,01,01,01,03
106722142,1518071400.0,15.773055555555556,51.679944444444445,WOJ. LUBUSKIE,NOWA SÓL,,90,01,04,02,03
106722965,1518110640.0,15.508722222222222,51.86088888888889,WOJ. LUBUSKIE,ZIELONA GÓRA,KIEŁPIN,50,01,04,01,03
106722710,1518108780.0,15.594611111111112,51.934305555555554,WOJ. LUBUSKIE,ZIELONA GÓRA,NOWY KISIELIN ODRZAŃSKA,50,01,01,01,03
106738009,1518098400.0,15.521444444444445,51.94888888888889,WOJ. LUBUSKIE,ZIELONA GÓRA,DOLINA ZIELONA,50,01,01,01,03
106722874,1518100200.0,15.50163888888889,51.961444444444446,WOJ. LUBUSKIE,ZIELONA GÓRA,TRASA PÓŁNOCNA,70,01,01,01,03
106721101,1518080100.0,14.888055555555555,52.67305555555555,WOJ. LUBUSKIE,,,70,01,01,02,03
106722731,1518103800.0,15.222805555555556,52.68258333333333,WOJ. LUBUSKIE,ULIM,GŁÓWNA,50,01,01,01,03
106722064,1518091200.0,15.242638888888887,52.73813888888889,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,WALCZAKA,50,01,01,01,03
106721893,1518077400.0,15.234444444444444,52.73433333333333,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,30 STYCZNIA,50,01,01,01,03
106722914,1518108600.0,15.22638888888889,52.73027777777778,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,ALEJA KONSTYTUCJI 3 MAJA,50,01,01,01,01
106722265,1518091020.0,15.32475,51.632416666666664,WOJ. LUBUSKIE,ŻAGAŃ,NOWOGRÓDZKA,50,01,01,01,03
106721490,1518073560.0,15.65911111111111,51.930416666666666,WOJ. LUBUSKIE,DROSZKÓW,3 MAJA,40,01,01,01,03
106733326,1518084900.0,14.765416666666667,51.90011111111111,WOJ. LUBUSKIE,,,50,01,01,01,03
106723018,1518124560.0,15.823611111111111,52.24941666666667,WOJ. LUBUSKIE,ZBĄSZYNEK,PCK,50,01,01,01,03
106721898,1518074640.0,15.55863888888889,51.594,WOJ. LUBUSKIE,PASTERZOWICE,,90,01,04,02,03
106721561,1518086100.0,15.774194444444445,51.67947222222222,WOJ. LUBUSKIE,NOWE MIASTECZKO,,90,01,01,02,03
106792846,1518055200.0,14.608916666666666,52.321444444444445,WOJ. LUBUSKIE,,,10,01,01,02,03
106792902,1518099600.0,14.625277777777779,52.325583333333334,WOJ. LUBUSKIE,,,140,01,01,02,03
106723025,1518124260.0,15.508527777777777,52.2505,WOJ. LUBUSKIE,ŚWIEBODZIN,ZACHODNIA,50,01,01,01,03
106722304,1518071400.0,,,WOJ. LUBUSKIE,ZIELONA GÓRA,POWSTAŃCÓW WIELKOPOLSKICH,50,01,01,01,03
106722272,1518095700.0,15.724444444444444,51.77988888888889,WOJ. LUBUSKIE,NOWA SÓL,GŁOGOWSKA,50,01,01,01,03
106721372,1518081000.0,15.307222222222222,51.6175,WOJ. LUBUSKIE,ŻAGAŃ,PIASTOWSKA,50,01,01,01,03
106735994,1518072600.0,15.322888888888889,52.525166666666664,WOJ. LUBUSKIE,STRZELCE KRAJEŃSKIE,GRODZISKA,50,01,01,01,03
106729921,1518190800.0,15.739694444444444,51.806444444444445,WOJ. LUBUSKIE,NOWA SÓL,,90,01,01,02,03
106723919,1518177600.0,15.487083333333333,51.932361111111106,WOJ. LUBUSKIE,ZIELONA GÓRA,MONTE CASSINO,50,01,01,01,03
106746211,1518164400.0,15.48238888888889,51.937,WOJ. LUBUSKIE,ZIELONA GÓRA,WYSZYŃSKIEGO,50,01,01,01,03
106749708,1518181200.0,15.510361111111111,51.93566666666666,WOJ. LUBUSKIE,ZIELONA GÓRA,WROCŁAWSKA,50,01,01,01,03
106723756,1518183000.0,15.255583333333334,52.75966666666667,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,MIKOŁAJCZYKA,20,01,01,01,03
106723907,1518182340.0,14.706999999999999,51.90983333333333,WOJ. LUBUSKIE,,,50,02,01,01,03
106725701,1518199320.0,15.527472222222222,52.59316666666667,WOJ. LUBUSKIE,SKWIERZYNA,POZNAŃSKA,70,01,04,02,03
106723921,1518176100.0,15.463666666666667,51.959250000000004,WOJ. LUBUSKIE,ZIELONA GÓRA,TRASA PÓŁNOCNA,50,01,04,01,03
106723550,1518176700.0,15.237777777777778,52.75613888888889,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,WYSZYŃSKIEGO,50,01,01,01,03
106724716,1518179820.0,14.76586111111111,52.54280555555555,WOJ. LUBUSKIE,,,70,01,01,02,03
106723635,1518179400.0,15.234888888888888,52.72958333333334,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,MŁYŃSKA - PARKING,50,01,01,01,03
106725722,1518196500.0,15.227666666666666,52.73727777777778,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,MATEJKI,50,01,01,01,03
106724017,1518155640.0,14.557777777777778,52.34880555555556,WOJ. LUBUSKIE,SŁUBICE,NADODRZAŃSKA,50,01,04,01,03
106723971,1518182520.0,14.580083333333333,52.34741666666667,WOJ. LUBUSKIE,SŁUBICE,FOLWARCZNA,50,01,02,01,03
106724088,1518195600.0,15.275333333333334,52.74272222222222,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,PODMIEJSKA,50,01,04,01,03
106724180,1518192600.0,15.31786111111111,51.61691666666667,WOJ. LUBUSKIE,ŻAGAŃ,JANA PAWŁA II,50,01,04,01,03
106723038,1518131280.0,15.25838888888889,51.77502777777778,WOJ. LUBUSKIE,DOBROSZÓW WIELKI,LIPOWA,50,01,01,01,03
106737642,1518176700.0,15.596555555555556,51.582750000000004,WOJ. LUBUSKIE,,,90,01,01,02,03
106724279,1518208320.0,14.619111111111112,52.32341666666667,WOJ. LUBUSKIE,,,60,01,01,02,03
106722668,1518183600.0,14.681472222222222,52.60433333333334,WOJ. LUBUSKIE,KOSTRZYN NAD ODRĄ,GORZOWSKA,50,01,01,01,03
106755009,1518167700.0,15.053305555555557,51.57188888888889,WOJ. LUBUSKIE,,,90,01,01,02,03
106749712,1518211200.0,15.519611111111113,51.93194444444444,WOJ. LUBUSKIE,ZIELONA GÓRA,CHROBREGO,50,01,04,01,03
106724728,1518184500.0,15.28736111111111,52.77125,WOJ. LUBUSKIE,,,70,01,01,01,03
106724340,1518211320.0,15.496805555555556,51.95858333333334,WOJ. LUBUSKIE,ZIELONA GÓRA,ZJEDNOCZENIA,50,01,01,01,03
106723933,1518187800.0,15.210444444444443,52.73555555555556,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,MATEJKI - PARKING,50,01,01,01,03
106725792,1518179940.0,15.491499999999998,51.946888888888886,WOJ. LUBUSKIE,ZIELONA GÓRA,ZJEDNOCZENIA,50,01,01,01,03
106723926,1518183000.0,15.6065,51.755833333333335,WOJ. LUBUSKIE,KOŻUCHÓW,,50,01,01,01,03
106723785,1518178740.0,15.533055555555556,52.26,WOJ. LUBUSKIE,ŚWIEBODZIN,WOJSKA POLSKIEGO,50,01,01,01,03
106780450,1518174000.0,14.895861111111111,52.66775,WOJ. LUBUSKIE,WITNICA,KOLEJOWA,50,01,01,01,03
106724762,1518188400.0,15.243222222222222,52.745916666666666,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,PIŁSUDSKIEGO,50,01,01,01,03
106723373,1518162000.0,15.200833333333332,52.73686111111111,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,MYŚLIBORSKA,50,01,01,01,03
106723924,1518186840.0,15.23038888888889,52.72325,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,SPÓŁDZIELCÓW,50,01,01,01,03
106724225,1518182400.0,15.717305555555555,51.802166666666665,WOJ. LUBUSKIE,NOWA SÓL,PL. WYZWOLENIA,50,01,01,01,01
106723885,1518186600.0,16.233888888888888,51.70436111111111,WOJ. LUBUSKIE,,,90,01,01,02,03
106735987,1518176700.0,15.148583333333333,52.30569444444444,WOJ. LUBUSKIE,,,90,01,01,02,03
106723256,1518154560.0,15.718777777777778,52.29702777777778,WOJ. LUBUSKIE,,,140,01,01,02,03
106733270,1518154320.0,15.143055555555556,51.637861111111114,WOJ. LUBUSKIE,ŻARY,RATUSZOWA,50,01,01,01,03
106736001,1518290100.0,15.325888888888889,52.523555555555554,WOJ. LUBUSKIE,STRZELCE KRAJEŃSKIE,GRODZISKA,50,01,01,01,03
106727901,1518276540.0,15.500583333333333,51.94994444444444,WOJ. LUBUSKIE,ZIELONA GÓRA,BATOREGO,50,01,01,01,01
106727863,1518263700.0,15.53238888888889,51.96461111111111,WOJ. LUBUSKIE,ZIELONA GÓRA,POZNAŃSKA,50,01,01,01,03
106724629,1518258300.0,15.503055555555555,51.94347222222222,WOJ. LUBUSKIE,ZIELONA GÓRA,TRASA PÓŁNOCNA,50,01,01,01,03
106726852,1518256500.0,14.587222222222223,52.33836111111111,WOJ. LUBUSKIE,SŁUBICE,TRANSPORTOWA,50,01,04,01,03
106726785,1518246000.0,15.2285,52.73225,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,KOPERNIKA,50,01,04,01,03
106726936,1518277740.0,15.533111111111111,52.56155555555555,WOJ. LUBUSKIE,,,50,01,01,01,03
106737686,1518258600.0,14.876916666666666,51.97975,WOJ. LUBUSKIE,,,90,01,01,02,03
106726921,1518286800.0,15.697027777777778,51.80697222222222,WOJ. LUBUSKIE,NOWA SÓL,STASZICA,20,01,01,01,03
106728051,1518260580.0,15.512138888888888,51.92861111111111,WOJ. LUBUSKIE,ZIELONA GÓRA,SŁOWACKIEGO,40,01,01,01,03
106726966,1518302340.0,14.723611111111111,52.397444444444446,WOJ. LUBUSKIE,,,90,01,04,02,03
106728063,1518303240.0,,,WOJ. LUBUSKIE,ZIELONA GÓRA,DŁUGA,50,01,01,01,03
106727913,1518278160.0,15.497194444444444,51.95591666666667,WOJ. LUBUSKIE,ZIELONA GÓRA,TRASA PÓŁNOCNA,70,01,01,01,03
106727920,1518270000.0,15.814083333333334,51.72833333333333,WOJ. LUBUSKIE,BYTOM ODRZAŃSKI,OGRODOWA,50,01,01,01,03
106731160,1518293700.0,15.10838888888889,52.207138888888885,WOJ. LUBUSKIE,,,90,01,01,02,03
106727996,1518289800.0,15.831972222222221,52.37444444444444,WOJ. LUBUSKIE,ŚWIDWOWIEC,,90,01,01,02,03
106724596,1518244080.0,15.795972222222222,52.01133333333333,WOJ. LUBUSKIE,,,90,01,04,02,03
106727938,1518287400.0,15.49111111111111,51.9635,WOJ. LUBUSKIE,ZIELONA GÓRA,BATOREGO,50,01,01,01,03
106726809,1518261180.0,15.508694444444444,51.931777777777775,WOJ. LUBUSKIE,ZIELONA GÓRA,SIENKIEWICZA,20,01,04,01,03
106724540,1518260400.0,15.242555555555555,52.72536111111111,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,PRZEMYSŁOWA,50,01,01,01,01
106727897,1518286020.0,15.486777777777776,51.931916666666666,WOJ. LUBUSKIE,ZIELONA GÓRA,MONTE CASSINO,50,01,01,01,03
106727911,1518280320.0,15.793472222222222,51.990722222222225,WOJ. LUBUSKIE,KLENICA,,90,01,01,01,03
106726871,1518282060.0,14.972305555555556,51.78830555555555,WOJ. LUBUSKIE,LUBSKO,PL. WOLNOŚCI,50,01,04,01,03
106726738,1518251220.0,15.563805555555556,52.443777777777775,WOJ. LUBUSKIE,MIĘDZYRZECZ,PIĘCIU ŚW. BRACI MIĘDZYRZECKICH,20,01,01,01,03
106730011,1518295500.0,15.57536111111111,51.74925,WOJ. LUBUSKIE,KOŻUCHÓW,GROTA ROWECKIEGO,50,01,01,01,03
106729852,1518357600.0,15.735305555555554,51.80272222222222,WOJ. LUBUSKIE,NOWA SÓL,,90,01,01,02,03
106972946,1518364800.0,15.489972222222221,51.96308333333334,WOJ. LUBUSKIE,ZIELONA GÓRA,BATOREGO,20,01,01,01,03
106876515,1518375900.0,15.313055555555556,51.620805555555556,WOJ. LUBUSKIE,ŻAGAŃ,LUBUSKA,50,01,05,01,03
106728287,1518363000.0,15.256166666666667,52.76188888888889,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,PLAC JANA PAWŁA II,20,01,01,01,03
106731927,1518375600.0,15.729777777777779,51.729111111111116,WOJ. LUBUSKIE,,,60,01,04,02,03
106728241,1518348420.0,15.194777777777778,51.50958333333333,WOJ. LUBUSKIE,IŁOWA,ŻAKÓW,50,01,02,01,03
106729722,1518371100.0,14.569277777777778,52.34883333333334,WOJ. LUBUSKIE,SŁUBICE,KOŚCIUSZKI,50,01,04,01,03
106728210,1518351300.0,15.600472222222223,51.74316666666667,WOJ. LUBUSKIE,KOŻUCHÓW,WOLNOŚCI,40,01,01,01,03
106728017,1518304200.0,15.703666666666665,51.80336111111111,WOJ. LUBUSKIE,NOWA SÓL,SIEMIRADZKIEGO,50,01,01,01,03
106728404,1518353460.0,15.508194444444445,51.946305555555554,WOJ. LUBUSKIE,ZIELONA GÓRA,DWORCOWA,50,01,01,01,03
106726977,1518321360.0,15.007972222222222,51.81355555555555,WOJ. LUBUSKIE,LUTOL,,50,01,01,01,03
106727133,1518378240.0,15.550194444444445,51.94888888888889,WOJ. LUBUSKIE,,,60,01,04,02,03
106742871,1518352200.0,15.511555555555555,51.936499999999995,WOJ. LUBUSKIE,ZIELONA GÓRA,WROCŁAWSKA,50,01,01,01,03
106809527,1518308400.0,14.637694444444444,52.58025000000001,WOJ. LUBUSKIE,KOSTRZYN NAD ODRĄ,KSIĄŻĘCA,50,01,01,01,03
106727017,1518345300.0,15.726527777777777,51.77194444444444,WOJ. LUBUSKIE,NOWA SÓL,GŁOGOWSKA,50,01,01,01,03
106742606,1518431400.0,15.501277777777778,52.50597222222222,WOJ. LUBUSKIE,DREZDENKO,NIEPODLEGŁŚCI,50,01,01,01,03
106728653,1518417960.0,14.837611111111112,51.78666666666666,WOJ. LUBUSKIE,,,70,01,01,02,03
106731076,1518413400.0,14.952055555555555,51.63294444444445,WOJ. LUBUSKIE,ZAJĄCZEK,,50,01,01,01,03
106730533,1518453900.0,15.236416666666665,52.748111111111115,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,WYSZYŃSKIEGO - PARKING,50,01,01,01,03
106730091,1518432000.0,15.235,52.733694444444446,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,ŁOKIETKA,50,01,01,01,03
106730088,1518427080.0,15.596583333333333,51.89988888888889,WOJ. LUBUSKIE,,,60,01,01,02,03
106729927,1518434340.0,15.494916666666667,51.92822222222222,WOJ. LUBUSKIE,ZIELONA GÓRA,PTASIA,50,01,01,01,03
106730638,1518450900.0,14.557861111111112,52.34872222222222,WOJ. LUBUSKIE,SŁUBICE,NADODRZAŃSKA,50,01,04,01,03
106735424,1518413460.0,15.100083333333332,51.63169444444444,WOJ. LUBUSKIE,ŻARY,,50,01,01,01,03
106733873,1518455400.0,15.129805555555556,51.63455555555556,WOJ. LUBUSKIE,ŻARY,GÓRNOŚLĄSKA,50,01,06,01,03
106727586,1518444000.0,15.255638888888889,52.73538888888889,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,PODMIEJSKA,50,01,01,01,03
106738791,1518459300.0,15.678166666666666,52.428638888888884,WOJ. LUBUSKIE,,,90,01,01,02,03
106730413,1518422160.0,15.056944444444445,51.562666666666665,WOJ. LUBUSKIE,,,50,01,01,02,03
106731787,1518446400.0,15.700972222222221,51.80022222222222,WOJ. LUBUSKIE,NOWA SÓL,WOJSKA POLSKIEGO,40,01,01,01,03
106731806,1518470400.0,15.244055555555555,52.74,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,WALCZAKA,50,01,01,01,03
106729882,1518428160.0,15.530194444444446,52.591638888888895,WOJ. LUBUSKIE,SKWIERZYNA,POZNAŃSKA,90,01,04,02,03
106728717,1518414000.0,15.78275,51.73438888888889,WOJ. LUBUSKIE,NOWA SÓL,GŁOGOWSKA,50,01,01,02,03
106731790,1518459600.0,15.682527777777777,51.797694444444446,WOJ. LUBUSKIE,NOWA SÓL,WOJSKA POLSKIEGO,50,01,01,02,03
106727500,1518440340.0,16.35902777777778,51.80236111111111,WOJ. LUBUSKIE,WSCHOWA,ZIELONY RYNEK,50,01,01,01,03
106731867,1518474300.0,14.911416666666668,52.48469444444444,WOJ. LUBUSKIE,,,90,01,01,02,03
106730098,1518429420.0,14.725083333333334,51.94866666666666,WOJ. LUBUSKIE,GUBIN,GENERAŁA ANDERSA,50,01,01,01,03
106731822,1518462540.0,15.501861111111111,51.94727777777778,WOJ. LUBUSKIE,ZIELONA GÓRA,BATOREGO,40,01,01,01,03
106753705,1518415200.0,15.432166666666665,51.922,WOJ. LUBUSKIE,,,70,01,04,02,03
106730172,1518412020.0,15.48263888888889,51.936388888888885,WOJ. LUBUSKIE,ZIELONA GÓRA,WYSZYŃSKIEGO,50,01,01,01,03
106886975,1518465000.0,15.728472222222223,51.71841666666667,WOJ. LUBUSKIE,GOŁASZYN,,50,01,01,02,03
106730755,1518433800.0,14.557944444444445,52.35266666666667,WOJ. LUBUSKIE,SŁUBICE,SAMARZEWSKIEGO,50,01,04,01,03
106730779,1518459720.0,15.81252777777778,52.16502777777777,WOJ. LUBUSKIE,,,20,01,01,02,01
106730833,1518445800.0,15.567055555555555,51.92133333333333,WOJ. LUBUSKIE,,,60,01,01,02,03
106730158,1518418860.0,15.404,51.89552777777778,WOJ. LUBUSKIE,ŚWIDNICA,DŁUGA,50,01,01,01,03
106729829,1518411120.0,15.179055555555555,52.07036111111111,WOJ. LUBUSKIE,,,90,01,04,02,03
106753829,1518469200.0,15.519055555555557,51.94702777777778,WOJ. LUBUSKIE,ZIELONA GÓRA,STASZICA,50,01,01,01,03
106727598,1518432600.0,15.511555555555555,51.936499999999995,WOJ. LUBUSKIE,ZIELONA GÓRA,WROCŁAWSKA,50,01,01,01,03
106730546,1518438660.0,15.619305555555556,52.086111111111116,WOJ. LUBUSKIE,SULECHÓW,KOŚCIUSZKI,40,01,02,01,03
106727461,1518419160.0,15.40375,51.89575,WOJ. LUBUSKIE,ŚWIDNICA,DŁUGA,50,01,01,01,03
106728629,1518419220.0,16.1815,51.73630555555555,WOJ. LUBUSKIE,,,90,01,01,02,03
106730006,1518433620.0,15.450888888888889,52.64230555555555,WOJ. LUBUSKIE,MURZYNOWO,SKWIERZYŃSKA,40,01,01,01,03
106730628,1518425040.0,15.11825,52.444111111111106,WOJ. LUBUSKIE,SULĘCIN,WOJSKA POLSKIEGO,50,01,04,01,03
106730699,1518449280.0,14.74025,51.954861111111114,WOJ. LUBUSKIE,GUBIN,KRESOWA,40,01,01,01,03
106730483,1518450120.0,15.555666666666667,51.56444444444444,WOJ. LUBUSKIE,SZPROTAWA,WARSZAWSKA,40,01,01,01,03
106730715,1518449580.0,15.432222222222222,51.59413888888889,WOJ. LUBUSKIE,,,90,01,01,02,03
106727329,1518410700.0,15.872388888888889,51.93922222222222,WOJ. LUBUSKIE,KONOTOP,,90,01,04,02,03
106730830,1518458100.0,15.60675,51.71841666666667,WOJ. LUBUSKIE,CISÓW,,50,01,01,01,03
106759620,1518512400.0,15.251416666666668,52.75425,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,PADEREWSKIEGO,50,01,01,01,03
106732655,1518524160.0,15.126555555555557,52.018166666666666,WOJ. LUBUSKIE,,,70,01,02,02,03
106731032,1518514920.0,14.648249999999999,52.58697222222222,WOJ. LUBUSKIE,KOSTRZYN NAD ODRĄ,SIKORSKIEGO,50,01,01,01,03
106732954,1518543060.0,15.734305555555554,52.023805555555555,WOJ. LUBUSKIE,TRZEBIECHÓW,SULECHOWSKA,50,01,01,01,03
106731149,1518514380.0,15.511555555555555,51.936499999999995,WOJ. LUBUSKIE,ZIELONA GÓRA,WROCŁAWSKA,50,01,02,01,03
106732643,1518505500.0,15.622444444444445,52.079750000000004,WOJ. LUBUSKIE,SULECHÓW,ARMII KRAJOWEJ,50,01,01,01,03
106732403,1518502860.0,15.48711111111111,51.93855555555555,WOJ. LUBUSKIE,ZIELONA GÓRA,WOJSKA POLSKIEGO,50,01,01,01,03
106731154,1518513420.0,15.476916666666666,51.93586111111111,WOJ. LUBUSKIE,ZIELONA GÓRA,WYSZYŃSKIEGO,50,01,01,01,03
106732517,1518524100.0,15.203083333333332,52.74047222222222,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,SŁOWIAŃSKA,50,01,01,01,03
106732225,1518515100.0,15.247138888888887,52.726194444444445,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,GROBLA,50,01,01,01,01
106733222,1518558000.0,15.716833333333334,51.80386111111111,WOJ. LUBUSKIE,NOWA SÓL,PIŁSUDSKIEGO,40,01,01,01,02
106732199,1518514740.0,16.315250000000002,51.80672222222222,WOJ. LUBUSKIE,WSCHOWA,KLASZTORNA,50,01,01,01,03
106732711,1518529140.0,15.828944444444444,52.24461111111111,WOJ. LUBUSKIE,CHLASTAWA,CHLASTAWA,50,01,01,01,03
106731001,1518514500.0,15.209277777777777,52.727000000000004,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,OLIMPIJSKA - PARKING,50,01,01,01,03
106731033,1518511380.0,15.506583333333333,52.597722222222224,WOJ. LUBUSKIE,SKWIERZYNA,MIĘDZYRZECKA,50,01,01,01,03
106732634,1518525000.0,15.719611111111112,51.80833333333333,WOJ. LUBUSKIE,NOWA SÓL,HUTNICZA,50,01,01,01,03
106731120,1518517800.0,15.261666666666667,52.69519444444444,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,,120,01,01,02,03
106733033,1518549600.0,15.533722222222222,52.26211111111111,WOJ. LUBUSKIE,ŚWIEBODZIN,,50,01,01,02,03
